prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,pattern_s,decode_s,verify_s
"implement fibonacci in python, no comments, only code:",spec_eval,124,1,0,1,0,8272,8272,none,,,,481 16 421 537 3704 770 220 16 488 1932 23052 9206, -1 if not root else 1 + max(height(root,,,,,.left,,no_pattern_fired,8,0,6.280000525293872e-05,0.03709349999553524,0.0001784999985829927
"implement fibonacci in python, no comments, only code:",spec_eval,125,1,0,1,0,701,701,none,,,,16 421 537 3704 770 220 16 488 1932 23052 9206 8272,1 if not root else 1 + max(height(root.left,,,,,"),",,no_pattern_fired,8,0,9.4600000011269e-05,0.03715589999774238,0.00010579999798210338
"implement fibonacci in python, no comments, only code:",spec_eval,126,1,0,1,0,2608,2608,none,,,,421 537 3704 770 220 16 488 1932 23052 9206 8272 701," if not root else 1 + max(height(root.left),",,,,, height,,no_pattern_fired,8,0,0.0001021999996737577,0.03933140000299318,9.519999730400741e-05
"implement fibonacci in python, no comments, only code:",spec_eval,127,1,0,1,0,9206,9206,none,,,,537 3704 770 220 16 488 1932 23052 9206 8272 701 2608," not root else 1 + max(height(root.left), height",,,,,(root,,no_pattern_fired,8,0,3.1999952625483274e-06,0.03663220000453293,8.730000263312832e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,0,1,0,12669,12669,none,,,,94474 43541 304 10135 1154 3243 2038 84198 6042 220 54275,"implement BST in python ,only code,no comments  ```",,,,,python,,no_pattern_fired,0,0,6.70000008540228e-06,0.03165820000140229,0.00012879999849246815
"implement BST in python ,only code,no comments ",spec_eval,2,1,0,1,0,198,198,none,,,,94474 43541 304 10135 1154 3243 2038 84198 6042 220 54275 12669,"implement BST in python ,only code,no comments  ```python",,,,,\n,,no_pattern_fired,0,0,6.690000009257346e-05,0.031711299998278264,7.449999975506216e-05
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,6018,6018,syntax_code_fence_class,syntax_code_fence_class,0.970,999,43541 304 10135 1154 3243 2038 84198 6042 220 54275 12669 198," BST in python ,only code,no comments  ```python\n",1040,class,1040,class, Node,,draft_accepted,0,0,5.850000161444768e-05,0.033885999997437466,0.00014519999967887998
"implement BST in python ,only code,no comments ",spec_eval,5,1,6,7,6,721,721,syntax_class_colon,syntax_class_colon|syntax_indent|det_ctx5|det_ctx7|syntax_dunder_init|syntax_dunder_paren,1.000|0.980|1.000|1.000|1.000|1.000,999|999|4|4|999|999,10135 1154 3243 2038 84198 6042 220 54275 12669 198 1040 6018," python ,only code,no comments  ```python\nclass Node",510 262 707 1304 2327 3804,:\n    def __init__(,510 262 707 1304 2327 3804,:\n    def __init__(,self,,draft_accepted,0,0,0.00013949999993201345,0.07695349999994505,0.0007408999954350293
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,1376,1376,det_ctx8,det_ctx8,1.000,5,54275 12669 198 1040 6018 510 262 707 1304 2327 3804 721, ```python\nclass Node:\n    def __init__(self,11,",",11,",", key,,draft_accepted,0,0,0.00010720000136643648,0.03391209999972489,0.00031350000062957406
"implement BST in python ,only code,no comments ",spec_eval,2,1,3,4,3,8272,8272,det_ctx8,det_ctx8|syntax_indent|det_ctx8,1.000|0.980|1.000,2|999|2,198 1040 6018 510 262 707 1304 2327 3804 721 11 1376,"\nclass Node:\n    def __init__(self, key",982 286 656,):\n        self,982 286 656,):\n        self,.left,,draft_accepted,0,0,0.00018149999959859997,0.05016700000123819,0.00047679999988758937
"implement BST in python ,only code,no comments ",spec_eval,18,1,0,1,0,284,284,none,,,,262 707 1304 2327 3804 721 11 1376 982 286 656 8272,"    def __init__(self, key):\n        self.left",,,,, =,,no_pattern_fired,0,0,7.419999747071415e-05,0.03321779999532737,0.00012929999502375722
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,198,198,det_ctx4,det_ctx4,1.000,2,707 1304 2327 3804 721 11 1376 982 286 656 8272 284," def __init__(self, key):\n        self.left =",2240, None,2240, None,\n,,draft_accepted,0,0,0.00015100000018719584,0.03439349999825936,0.000443900004029274
"implement BST in python ,only code,no comments ",spec_eval,7,1,8,9,8,10835,10835,det_ctx5,det_ctx5|det_ctx7|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,2|2|2|2|2|2|2|2,2327 3804 721 11 1376 982 286 656 8272 284 2240 198,"init__(self, key):\n        self.left = None\n",286 656 9517 284 2240 198 286 656,        self.right = None\n        self,286 656 9517 284 2240 198 286 656,        self.right = None\n        self,.val,,draft_accepted,0,0,0.00019100000645266846,0.045681199997488875,0.0004841999980271794
"implement BST in python ,only code,no comments ",spec_eval,30,1,0,1,0,284,284,none,,,,284 2240 198 286 656 9517 284 2240 198 286 656 10835, = None\n        self.right = None\n        self.val,,,,, =,,no_pattern_fired,0,0,6.25000029685907e-05,0.03373909999936586,7.619999814778566e-05
"implement BST in python ,only code,no comments ",spec_eval,31,1,0,1,0,1376,1376,none,,,,2240 198 286 656 9517 284 2240 198 286 656 10835 284, None\n        self.right = None\n        self.val =,,,,, key,,no_pattern_fired,0,0,5.219999729888514e-05,0.0324765000041225,0.00012319999950705096
"implement BST in python ,only code,no comments ",spec_eval,32,1,0,1,0,271,271,none,,,,198 286 656 9517 284 2240 198 286 656 10835 284 1376,\n        self.right = None\n        self.val = key,,,,,\n\n,,no_pattern_fired,0,0,4.9100002797786146e-05,0.030305699998280033,0.00017179999849759042
"implement BST in python ,only code,no comments ",spec_eval,33,1,1,1,0,1040,1040,syntax_class_method_indent,syntax_class_method_indent,0.990,999,286 656 9517 284 2240 198 286 656 10835 284 1376 271,        self.right = None\n        self.val = key\n\n,262,   ,1040,class,class,0,draft_token_mismatch,1,0,0.0001188000023830682,0.03414599999814527,0.00017690000095171854
"implement BST in python ,only code,no comments ",spec_eval,34,1,0,1,0,43541,43541,none,,,,656 9517 284 2240 198 286 656 10835 284 1376 271 1040, self.right = None\n        self.val = key\n\nclass,,,,, BST,,no_pattern_fired,1,0,7.660000119358301e-05,0.03264829999534413,0.0001066999975591898
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,707,707,syntax_class_colon,syntax_class_colon|syntax_indent,1.000|0.980,999|999,9517 284 2240 198 286 656 10835 284 1376 271 1040 43541,.right = None\n        self.val = key\n\nclass BST,510 262,:\n   ,510 262,:\n   , def,,draft_accepted,1,0,0.00010369999654358253,0.04299610000452958,0.0001880000054370612
"implement BST in python ,only code,no comments ",spec_eval,38,1,0,1,0,1304,1304,none,,,,198 286 656 10835 284 1376 271 1040 43541 510 262 707,\n        self.val = key\n\nclass BST:\n    def,,,,, __,,no_pattern_fired,1,0,5.0499998906161636e-05,0.03362070000002859,0.00011329999688314274
"implement BST in python ,only code,no comments ",spec_eval,2,1,3,4,3,982,982,syntax_dunder_init,syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self,1.000|1.000|1.000,999|999|999,286 656 10835 284 1376 271 1040 43541 510 262 707 1304,        self.val = key\n\nclass BST:\n    def __,2327 3804 721,init__(self,2327 3804 721,init__(self,):\n,,draft_accepted,1,0,0.00013000000035390258,0.05291350000334205,0.00028780000138795003
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,12576,12576,syntax_indent,syntax_indent|det_ctx8,0.980|1.000,999|10,1376 271 1040 43541 510 262 707 1304 2327 3804 721 982, key\n\nclass BST:\n    def __init__(self):\n,286 656,        self,286 656,        self,.root,,draft_accepted,1,0,9.069999941857532e-05,0.042711900001449976,0.00017120000120485201
"implement BST in python ,only code,no comments ",spec_eval,46,1,0,1,0,284,284,none,,,,43541 510 262 707 1304 2327 3804 721 982 286 656 12576, BST:\n    def __init__(self):\n        self.root,,,,, =,,no_pattern_fired,1,0,8.199999865610152e-05,0.03377159999945434,7.03999976394698e-05
"implement BST in python ,only code,no comments ",spec_eval,47,1,0,1,0,2240,2240,none,,,,510 262 707 1304 2327 3804 721 982 286 656 12576 284,:\n    def __init__(self):\n        self.root =,,,,, None,,no_pattern_fired,1,0,5.6700002460274845e-05,0.03300780000427039,8.910000178730115e-05
"implement BST in python ,only code,no comments ",spec_eval,48,1,0,1,0,271,271,none,,,,262 707 1304 2327 3804 721 982 286 656 12576 284 2240,    def __init__(self):\n        self.root = None,,,,,\n\n,,no_pattern_fired,1,0,7.280000136233866e-05,0.0314522000044235,0.00018679999629966915
"implement BST in python ,only code,no comments ",spec_eval,1,1,5,3,2,5656,5656,syntax_class_method_indent,syntax_class_method_indent|det_ctx4|det_ctx5|det_ctx5|det_ctx7,0.990|1.000|1.000|1.000|1.000,999|3|3|3|3,707 1304 2327 3804 721 982 286 656 12576 284 2240 271, def __init__(self):\n        self.root = None\n\n,262 707 8737 1193 11,"    def append(self,",262 707 5656 1193 11,"    def insert(self,", insert,2,draft_token_mismatch,2,0,0.0003116000007139519,0.07462910000322154,0.0006730000022798777
"implement BST in python ,only code,no comments ",spec_eval,52,1,0,1,0,1193,1193,none,,,,3804 721 982 286 656 12576 284 2240 271 262 707 5656,__(self):\n        self.root = None\n\n    def insert,,,,,(self,,no_pattern_fired,2,0,0.00011330000415910035,0.033302400006505195,0.0001449999981559813
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,3704,3704,det_ctx4,det_ctx4,1.000,5,721 982 286 656 12576 284 2240 271 262 707 5656 1193,self):\n        self.root = None\n\n    def insert(self,11,",",11,",", root,,draft_accepted,2,0,0.00013580000086221844,0.037299899995559826,0.00023969999892869964
"implement BST in python ,only code,no comments ",spec_eval,55,1,0,1,0,11,11,none,,,,286 656 12576 284 2240 271 262 707 5656 1193 11 3704,"        self.root = None\n\n    def insert(self, root",,,,,",",,no_pattern_fired,2,0,7.660000119358301e-05,0.034026300003461074,0.00015390000044135377
"implement BST in python ,only code,no comments ",spec_eval,56,1,0,1,0,1376,1376,none,,,,656 12576 284 2240 271 262 707 5656 1193 11 3704 11," self.root = None\n\n    def insert(self, root,",,,,, key,,no_pattern_fired,2,0,9.580000187270343e-05,0.03282450000551762,0.00013339999713934958
"implement BST in python ,only code,no comments ",spec_eval,57,1,0,1,0,982,982,none,,,,12576 284 2240 271 262 707 5656 1193 11 3704 11 1376,".root = None\n\n    def insert(self, root, key",,,,,):\n,,no_pattern_fired,2,0,8.840000373311341e-05,0.0326987000007648,7.6299998909235e-05
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,421,421,syntax_indent,syntax_indent,0.980,999,284 2240 271 262 707 5656 1193 11 3704 11 1376 982," = None\n\n    def insert(self, root, key):\n",286,       ,286,       , if,,draft_accepted,2,0,6.939999730093405e-05,0.03638860000501154,0.0004017999963252805
"implement BST in python ,only code,no comments ",spec_eval,60,1,1,1,0,3704,3704,det_ctx5,det_ctx5,1.000,2,271 262 707 5656 1193 11 3704 11 1376 982 286 421,"\n\n    def insert(self, root, key):\n        if",537, not,3704, root, root,0,draft_token_mismatch,3,0,7.700000423938036e-05,0.038386699998227414,0.0001460999992559664
"implement BST in python ,only code,no comments ",spec_eval,61,1,0,1,0,374,374,none,,,,262 707 5656 1193 11 3704 11 1376 982 286 421 3704,"    def insert(self, root, key):\n        if root",,,,, is,,no_pattern_fired,3,0,4.84000047435984e-05,0.03475569999864092,0.00011980000272160396
"implement BST in python ,only code,no comments ",spec_eval,62,1,0,1,0,2240,2240,none,,,,707 5656 1193 11 3704 11 1376 982 286 421 3704 374," def insert(self, root, key):\n        if root is",,,,, None,,no_pattern_fired,3,0,5.989999772282317e-05,0.03538269999990007,0.00011330000415910035
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,470,470,syntax_none_guard_colon,syntax_none_guard_colon|syntax_indent,0.970|0.980,999|999,5656 1193 11 3704 11 1376 982 286 421 3704 374 2240," insert(self, root, key):\n        if root is None",510 310,:\n           ,510 310,:\n           , return,,draft_accepted,3,0,0.0001297999988310039,0.04578050000418443,0.0003449000068940222
"implement BST in python ,only code,no comments ",spec_eval,66,1,0,1,0,6018,6018,none,,,,3704 11 1376 982 286 421 3704 374 2240 510 310 470," root, key):\n        if root is None:\n            return",,,,, Node,,no_pattern_fired,3,0,5.94000011915341e-05,0.03368619999673683,0.00013480000052368268
"implement BST in python ,only code,no comments ",spec_eval,67,1,0,1,0,4857,4857,none,,,,11 1376 982 286 421 3704 374 2240 510 310 470 6018,", key):\n        if root is None:\n            return Node",,,,,(key,,no_pattern_fired,3,0,6.690000009257346e-05,0.03320679999887943,0.00011269999959040433
"implement BST in python ,only code,no comments ",spec_eval,68,1,0,1,0,340,340,none,,,,1376 982 286 421 3704 374 2240 510 310 470 6018 4857, key):\n        if root is None:\n            return Node(key,,,,,)\n,,no_pattern_fired,3,0,6.98000003467314e-05,0.03240340000047581,0.0001277999981539324
"implement BST in python ,only code,no comments ",spec_eval,69,1,0,1,0,286,286,none,,,,982 286 421 3704 374 2240 510 310 470 6018 4857 340,):\n        if root is None:\n            return Node(key)\n,,,,,       ,,no_pattern_fired,3,0,7.639999967068434e-05,0.033607999997911975,0.00011929999891435727
"implement BST in python ,only code,no comments ",spec_eval,70,1,0,1,0,421,421,none,,,,286 421 3704 374 2240 510 310 470 6018 4857 340 286,        if root is None:\n            return Node(key)\n       ,,,,, if,,no_pattern_fired,3,0,0.00010120000661117956,0.033361499998136424,0.00012009999772999436
"implement BST in python ,only code,no comments ",spec_eval,71,1,0,1,0,1376,1376,none,,,,421 3704 374 2240 510 310 470 6018 4857 340 286 421, if root is None:\n            return Node(key)\n        if,,,,, key,,no_pattern_fired,3,0,9.510000381851569e-05,0.033312400002614595,9.259999933419749e-05
"implement BST in python ,only code,no comments ",spec_eval,72,1,0,1,0,366,366,none,,,,3704 374 2240 510 310 470 6018 4857 340 286 421 1376, root is None:\n            return Node(key)\n        if key,,,,, <,,no_pattern_fired,3,0,5.9799996961373836e-05,0.0337024000036763,8.320000051753595e-05
"implement BST in python ,only code,no comments ",spec_eval,73,1,0,1,0,3704,3704,none,,,,374 2240 510 310 470 6018 4857 340 286 421 1376 366, is None:\n            return Node(key)\n        if key <,,,,, root,,no_pattern_fired,3,0,9.879999561235309e-05,0.033944099996006116,9.519999730400741e-05
"implement BST in python ,only code,no comments ",spec_eval,74,1,0,1,0,10835,10835,none,,,,2240 510 310 470 6018 4857 340 286 421 1376 366 3704, None:\n            return Node(key)\n        if key < root,,,,,.val,,no_pattern_fired,3,0,6.0800004575867206e-05,0.03401080000185175,7.94000006862916e-05
"implement BST in python ,only code,no comments ",spec_eval,75,1,0,1,0,510,510,none,,,,510 310 470 6018 4857 340 286 421 1376 366 3704 10835,:\n            return Node(key)\n        if key < root.val,,,,,:\n,,no_pattern_fired,3,0,6.55999974696897e-05,0.03282680000120308,7.18000010238029e-05
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,3704,3704,syntax_indent,syntax_indent,0.980,999,310 470 6018 4857 340 286 421 1376 366 3704 10835 510,            return Node(key)\n        if key < root.val:\n,310,           ,310,           , root,,draft_accepted,3,0,8.920000254875049e-05,0.03963020000082906,0.0002449000021442771
"implement BST in python ,only code,no comments ",spec_eval,78,1,0,1,0,8272,8272,none,,,,6018 4857 340 286 421 1376 366 3704 10835 510 310 3704, Node(key)\n        if key < root.val:\n            root,,,,,.left,,no_pattern_fired,3,0,0.00011809999705292284,0.035014099994441494,0.00010689999908208847
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,656,656,det_ctx4,det_ctx4,1.000,2,4857 340 286 421 1376 366 3704 10835 510 310 3704 8272,(key)\n        if key < root.val:\n            root.left,284, =,284, =, self,,draft_accepted,3,0,0.00011139999696752056,0.0382854000054067,0.00012930000229971483
"implement BST in python ,only code,no comments ",spec_eval,81,1,0,1,0,7030,7030,none,,,,286 421 1376 366 3704 10835 510 310 3704 8272 284 656,        if key < root.val:\n            root.left = self,,,,,.insert,,no_pattern_fired,3,0,5.8099998568650335e-05,0.035531299996364396,9.089999366551638e-05
"implement BST in python ,only code,no comments ",spec_eval,82,1,0,1,0,9206,9206,none,,,,421 1376 366 3704 10835 510 310 3704 8272 284 656 7030, if key < root.val:\n            root.left = self.insert,,,,,(root,,no_pattern_fired,3,0,7.899999764049426e-05,0.034159200004069135,9.200000204145908e-05
"implement BST in python ,only code,no comments ",spec_eval,83,1,0,1,0,8272,8272,none,,,,1376 366 3704 10835 510 310 3704 8272 284 656 7030 9206, key < root.val:\n            root.left = self.insert(root,,,,,.left,,no_pattern_fired,3,0,6.299999949987978e-05,0.03334950000134995,9.329999738838524e-05
"implement BST in python ,only code,no comments ",spec_eval,84,1,0,1,0,11,11,none,,,,366 3704 10835 510 310 3704 8272 284 656 7030 9206 8272, < root.val:\n            root.left = self.insert(root.left,,,,,",",,no_pattern_fired,3,0,5.7199998991563916e-05,0.03331439999601571,0.00022479999461211264
"implement BST in python ,only code,no comments ",spec_eval,85,1,0,1,0,1376,1376,none,,,,3704 10835 510 310 3704 8272 284 656 7030 9206 8272 11," root.val:\n            root.left = self.insert(root.left,",,,,, key,,no_pattern_fired,3,0,0.00011870000162161887,0.03357709999545477,0.0002573000019765459
"implement BST in python ,only code,no comments ",spec_eval,86,1,0,1,0,340,340,none,,,,10835 510 310 3704 8272 284 656 7030 9206 8272 11 1376,".val:\n            root.left = self.insert(root.left, key",,,,,)\n,,no_pattern_fired,3,0,8.119999984046444e-05,0.033387499999662396,0.00014350000128615648
"implement BST in python ,only code,no comments ",spec_eval,87,1,0,1,0,286,286,none,,,,510 310 3704 8272 284 656 7030 9206 8272 11 1376 340,":\n            root.left = self.insert(root.left, key)\n",,,,,       ,,no_pattern_fired,3,0,4.649999755201861e-05,0.033602800001972355,0.0001336999994236976
"implement BST in python ,only code,no comments ",spec_eval,88,1,0,1,0,770,770,none,,,,310 3704 8272 284 656 7030 9206 8272 11 1376 340 286,"            root.left = self.insert(root.left, key)\n       ",,,,, else,,no_pattern_fired,3,0,4.9700000090524554e-05,0.03320769999845652,0.00043449999793665484
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,3704,3704,syntax_block_colon,syntax_block_colon|syntax_indent,1.000|0.980,999|999,3704 8272 284 656 7030 9206 8272 11 1376 340 286 770," root.left = self.insert(root.left, key)\n        else",510 310,:\n           ,510 310,:\n           , root,,draft_accepted,3,0,0.00015639999764971435,0.04973410000093281,0.0001747999995131977
"implement BST in python ,only code,no comments ",spec_eval,92,1,0,1,0,9517,9517,none,,,,656 7030 9206 8272 11 1376 340 286 770 510 310 3704," self.insert(root.left, key)\n        else:\n            root",,,,,.right,,no_pattern_fired,3,0,4.8099995183292776e-05,0.036099999997531995,8.320000051753595e-05
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,656,656,det_ctx4,det_ctx4,1.000,2,7030 9206 8272 11 1376 340 286 770 510 310 3704 9517,".insert(root.left, key)\n        else:\n            root.right",284, =,284, =, self,,draft_accepted,3,0,0.0002182000025641173,0.039796700002625585,0.00013160000526113436
"implement BST in python ,only code,no comments ",spec_eval,95,1,0,1,0,7030,7030,none,,,,8272 11 1376 340 286 770 510 310 3704 9517 284 656,".left, key)\n        else:\n            root.right = self",,,,,.insert,,no_pattern_fired,3,0,5.5199998314492404e-05,0.03556389999721432,8.930000331019983e-05
"implement BST in python ,only code,no comments ",spec_eval,96,1,0,1,0,9206,9206,none,,,,11 1376 340 286 770 510 310 3704 9517 284 656 7030,", key)\n        else:\n            root.right = self.insert",,,,,(root,,no_pattern_fired,3,0,8.879999950295314e-05,0.03582989999995334,8.38999985717237e-05
"implement BST in python ,only code,no comments ",spec_eval,97,1,0,1,0,9517,9517,none,,,,1376 340 286 770 510 310 3704 9517 284 656 7030 9206, key)\n        else:\n            root.right = self.insert(root,,,,,.right,,no_pattern_fired,3,0,6.579999899258837e-05,0.03440279999631457,0.00011970000196015462
"implement BST in python ,only code,no comments ",spec_eval,98,1,0,1,0,11,11,none,,,,340 286 770 510 310 3704 9517 284 656 7030 9206 9517,)\n        else:\n            root.right = self.insert(root.right,,,,,",",,no_pattern_fired,3,0,9.980000322684646e-05,0.034636199998203665,7.810000533936545e-05
"implement BST in python ,only code,no comments ",spec_eval,99,1,0,1,0,1376,1376,none,,,,286 770 510 310 3704 9517 284 656 7030 9206 9517 11,"        else:\n            root.right = self.insert(root.right,",,,,, key,,no_pattern_fired,3,0,6.639999628532678e-05,0.03471710000303574,9.259999933419749e-05
"implement BST in python ,only code,no comments ",spec_eval,100,1,0,1,0,340,340,none,,,,770 510 310 3704 9517 284 656 7030 9206 9517 11 1376," else:\n            root.right = self.insert(root.right, key",,,,,)\n,,no_pattern_fired,3,0,7.529999857069924e-05,0.03452809999726014,0.0001326000055996701
"implement BST in python ,only code,no comments ",spec_eval,101,1,0,1,0,286,286,none,,,,510 310 3704 9517 284 656 7030 9206 9517 11 1376 340,":\n            root.right = self.insert(root.right, key)\n",,,,,       ,,no_pattern_fired,3,0,5.819999933009967e-05,0.033706900001561735,0.00012649999553104863
"implement BST in python ,only code,no comments ",spec_eval,102,1,0,1,0,470,470,none,,,,310 3704 9517 284 656 7030 9206 9517 11 1376 340 286,"            root.right = self.insert(root.right, key)\n       ",,,,, return,,no_pattern_fired,3,0,7.609999738633633e-05,0.03381989999616053,0.00011800000356743112
"implement BST in python ,only code,no comments ",spec_eval,103,1,0,1,0,3704,3704,none,,,,3704 9517 284 656 7030 9206 9517 11 1376 340 286 470," root.right = self.insert(root.right, key)\n        return",,,,, root,,no_pattern_fired,3,0,0.00011280000035185367,0.03513439999369439,7.480000203941017e-05
"implement BST in python ,only code,no comments ",spec_eval,104,1,0,1,0,271,271,none,,,,9517 284 656 7030 9206 9517 11 1376 340 286 470 3704,".right = self.insert(root.right, key)\n        return root",,,,,\n\n,,no_pattern_fired,3,0,4.900000203633681e-05,0.03482660000008764,8.460000390186906e-05
"implement BST in python ,only code,no comments ",spec_eval,105,1,0,1,0,262,262,none,,,,284 656 7030 9206 9517 11 1376 340 286 470 3704 271," = self.insert(root.right, key)\n        return root\n\n",,,,,   ,,no_pattern_fired,3,0,4.819999594474211e-05,0.034369900000456255,0.00012599999899975955
"implement BST in python ,only code,no comments ",spec_eval,106,1,0,1,0,707,707,none,,,,656 7030 9206 9517 11 1376 340 286 470 3704 271 262," self.insert(root.right, key)\n        return root\n\n   ",,,,, def,,no_pattern_fired,3,0,5.190000229049474e-05,0.03489219999755733,8.499999967170879e-05
"implement BST in python ,only code,no comments ",spec_eval,107,1,0,1,0,66041,66041,none,,,,7030 9206 9517 11 1376 340 286 470 3704 271 262 707,".insert(root.right, key)\n        return root\n\n    def",,,,, inorder,,no_pattern_fired,3,0,5.249999958323315e-05,0.035257700001238845,9.7999996796716e-05
"implement BST in python ,only code,no comments ",spec_eval,108,1,0,1,0,1193,1193,none,,,,9206 9517 11 1376 340 286 470 3704 271 262 707 66041,"(root.right, key)\n        return root\n\n    def inorder",,,,,(self,,no_pattern_fired,3,0,6.749999738531187e-05,0.03376159999606898,0.00010679999832063913
"implement BST in python ,only code,no comments ",spec_eval,109,1,0,1,0,11,11,none,,,,9517 11 1376 340 286 470 3704 271 262 707 66041 1193,".right, key)\n        return root\n\n    def inorder(self",,,,,",",,no_pattern_fired,3,0,5.9600002714432776e-05,0.034045899999910034,0.00011519999679876491
"implement BST in python ,only code,no comments ",spec_eval,110,1,0,1,0,3704,3704,none,,,,11 1376 340 286 470 3704 271 262 707 66041 1193 11,", key)\n        return root\n\n    def inorder(self,",,,,, root,,no_pattern_fired,3,0,6.149999535409734e-05,0.03339150000101654,0.0001064000025507994
"implement BST in python ,only code,no comments ",spec_eval,111,1,0,1,0,982,982,none,,,,1376 340 286 470 3704 271 262 707 66041 1193 11 3704," key)\n        return root\n\n    def inorder(self, root",,,,,):\n,,no_pattern_fired,3,0,7.320000440813601e-05,0.03340299999399576,9.580000187270343e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,7,3,2,3704,3704,syntax_indent,syntax_indent|det_ctx5|det_ctx5|det_ctx7|det_ctx8|syntax_indent|det_ctx8,0.980|1.000|1.000|1.000|1.000|0.980|1.000,999|3|3|3|3|999|3,340 286 470 3704 271 262 707 66041 1193 11 3704 982,")\n        return root\n\n    def inorder(self, root):\n",286 421 537 3704 510 310 470,        if not root:\n            return,286 421 3704 3704 510 310 470,        if root root:\n            return, root,2,draft_token_mismatch,4,0,0.0002266000010422431,0.11113409999961732,0.0005582000012509525
"implement BST in python ,only code,no comments ",spec_eval,115,1,0,1,0,510,510,none,,,,3704 271 262 707 66041 1193 11 3704 982 286 421 3704," root\n\n    def inorder(self, root):\n        if root",,,,,:\n,,no_pattern_fired,4,0,4.990000161342323e-05,0.03653650000342168,0.0001142999972216785
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,656,656,syntax_indent,syntax_indent,0.980,999,271 262 707 66041 1193 11 3704 982 286 421 3704 510,"\n\n    def inorder(self, root):\n        if root:\n",310,           ,310,           , self,,draft_accepted,4,0,8.090000483207405e-05,0.040841600006388035,0.0003504999986034818
"implement BST in python ,only code,no comments ",spec_eval,118,1,0,1,0,1858,1858,none,,,,707 66041 1193 11 3704 982 286 421 3704 510 310 656," def inorder(self, root):\n        if root:\n            self",,,,,.in,,no_pattern_fired,4,0,0.00014500000543193892,0.03547249999974156,0.00011300000187475234
"implement BST in python ,only code,no comments ",spec_eval,119,1,0,1,0,1358,1358,none,,,,66041 1193 11 3704 982 286 421 3704 510 310 656 1858," inorder(self, root):\n        if root:\n            self.in",,,,,order,,no_pattern_fired,4,0,8.540000271750614e-05,0.035451499999908265,0.0001686000032350421
"implement BST in python ,only code,no comments ",spec_eval,120,1,0,1,0,9206,9206,none,,,,1193 11 3704 982 286 421 3704 510 310 656 1858 1358,"(self, root):\n        if root:\n            self.inorder",,,,,(root,,no_pattern_fired,4,0,0.0001432999997632578,0.03509160000248812,0.00010269999620504677
"implement BST in python ,only code,no comments ",spec_eval,121,1,0,1,0,8272,8272,none,,,,11 3704 982 286 421 3704 510 310 656 1858 1358 9206,", root):\n        if root:\n            self.inorder(root",,,,,.left,,no_pattern_fired,4,0,7.259999983943999e-05,0.035067399992840365,9.249999857274815e-05
"implement BST in python ,only code,no comments ",spec_eval,122,1,0,1,0,340,340,none,,,,3704 982 286 421 3704 510 310 656 1858 1358 9206 8272, root):\n        if root:\n            self.inorder(root.left,,,,,)\n,,no_pattern_fired,4,0,9.449999924981967e-05,0.03397749999567168,0.00012960000458406284
"implement BST in python ,only code,no comments ",spec_eval,123,1,0,1,0,310,310,none,,,,982 286 421 3704 510 310 656 1858 1358 9206 8272 340,):\n        if root:\n            self.inorder(root.left)\n,,,,,           ,,no_pattern_fired,4,0,7.74000000092201e-05,0.0341716000039014,8.750000415602699e-05
"implement BST in python ,only code,no comments ",spec_eval,124,1,0,1,0,1173,1173,none,,,,286 421 3704 510 310 656 1858 1358 9206 8272 340 310,        if root:\n            self.inorder(root.left)\n           ,,,,, print,,no_pattern_fired,4,0,4.520000220509246e-05,0.03406659999745898,0.00010469999688211828
"implement BST in python ,only code,no comments ",spec_eval,125,1,0,1,0,9206,9206,none,,,,421 3704 510 310 656 1858 1358 9206 8272 340 310 1173, if root:\n            self.inorder(root.left)\n            print,,,,,(root,,no_pattern_fired,4,0,7.729999924777076e-05,0.03481879999890225,0.0001216000018757768
"implement BST in python ,only code,no comments ",spec_eval,126,1,0,1,0,10835,10835,none,,,,3704 510 310 656 1858 1358 9206 8272 340 310 1173 9206, root:\n            self.inorder(root.left)\n            print(root,,,,,.val,,no_pattern_fired,4,0,7.590000313939527e-05,0.034957600000780076,0.00012509999942267314
