prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
"implement fibbanoci in python, no comments, only code:",spec_eval,30,1,1,1,0,4491,4491,strong_ctx4,strong_ctx4,1.000,1,1010 1293 1850 9111 4491 2560 4990 1045 1049 1041 1867 9111,\n    return fibbanoci(n-1) + fib,87539,onacci,4491,ban,ban,0,draft_token_mismatch,1,0,0,5.649999366141856e-05,3.5320753999840235,0.00011039999662898481
"implement fibbanoci in python, no comments, only code:",spec_eval,31,1,0,1,0,2560,2560,none,,,,1293 1850 9111 4491 2560 4990 1045 1049 1041 1867 9111 4491,    return fibbanoci(n-1) + fibban,,,,,oci,,no_pattern_fired,1,0,0,7.769999501761049e-05,0.10171770000306424,5.080000846646726e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,32,1,0,1,0,4990,4990,none,,,,1850 9111 4491 2560 4990 1045 1049 1041 1867 9111 4491 2560, return fibbanoci(n-1) + fibbanoci,,,,,(n,,no_pattern_fired,1,0,0,6.810000922996551e-05,0.09949280000000726,4.600000102072954e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,33,1,0,1,0,1045,1045,none,,,,9111 4491 2560 4990 1045 1049 1041 1867 9111 4491 2560 4990, fibbanoci(n-1) + fibbanoci(n,,,,,-,,no_pattern_fired,1,0,0,5.7999990531243384e-05,0.09836590000486467,5.099999543745071e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,34,1,1,1,0,1050,1050,syntax_minus_one,syntax_minus_one,0.930,999,4491 2560 4990 1045 1049 1041 1867 9111 4491 2560 4990 1045,banoci(n-1) + fibbanoci(n-,1049,1,1050,2,2,0,draft_token_mismatch,2,0,0,7.809999806340784e-05,3.9988731000048574,0.00014849999570287764
"implement fibbanoci in python, no comments, only code:",spec_eval,35,1,0,1,0,1801,1801,none,,,,2560 4990 1045 1049 1041 1867 9111 4491 2560 4990 1045 1050,oci(n-1) + fibbanoci(n-2,,,,,)\n\n,,no_pattern_fired,2,0,0,7.029999687802047e-05,0.10155759999179281,4.980000085197389e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,36,1,0,1,0,3312,3312,none,,,,4990 1045 1049 1041 1867 9111 4491 2560 4990 1045 1050 1801,(n-1) + fibbanoci(n-2)\n\n,,,,,print,,no_pattern_fired,2,0,0,7.9699995694682e-05,0.09628909999446478,4.739999712910503e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,37,1,0,1,0,3526,3526,none,,,,1045 1049 1041 1867 9111 4491 2560 4990 1045 1050 1801 3312,-1) + fibbanoci(n-2)\n\nprint,,,,,(f,,no_pattern_fired,2,0,0,6.159998883958906e-05,0.10231640000711195,5.129999772179872e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,38,1,0,1,0,1612,1612,none,,,,1049 1041 1867 9111 4491 2560 4990 1045 1050 1801 3312 3526,1) + fibbanoci(n-2)\n\nprint(f,,,,,ib,,no_pattern_fired,2,0,0,8.079998951870948e-05,0.0997153999924194,4.939999780617654e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,39,1,0,1,0,4491,4491,none,,,,1041 1867 9111 4491 2560 4990 1045 1050 1801 3312 3526 1612,) + fibbanoci(n-2)\n\nprint(fib,,,,,ban,,no_pattern_fired,2,0,0,7.99000117694959e-05,0.09883280000940431,5.129999772179872e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,40,1,0,1,0,2560,2560,none,,,,1867 9111 4491 2560 4990 1045 1050 1801 3312 3526 1612 4491, + fibbanoci(n-2)\n\nprint(fibban,,,,,oci,,no_pattern_fired,2,0,0,5.09000092279166e-05,0.10276169999269769,8.070000330917537e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,41,1,0,1,0,1040,1040,none,,,,9111 4491 2560 4990 1045 1050 1801 3312 3526 1612 4491 2560, fibbanoci(n-2)\n\nprint(fibbanoci,,,,,(,,no_pattern_fired,2,0,0,9.90999978967011e-05,0.09652169999026228,5.040000542066991e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,42,1,0,1,0,1049,1049,none,,,,4491 2560 4990 1045 1050 1801 3312 3526 1612 4491 2560 1040,banoci(n-2)\n\nprint(fibbanoci(,,,,,1,,no_pattern_fired,2,0,0,7.850000110920519e-05,0.10096290000365116,5.4199990699999034e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,43,1,0,1,0,1048,1048,none,,,,2560 4990 1045 1050 1801 3312 3526 1612 4491 2560 1040 1049,oci(n-2)\n\nprint(fibbanoci(1,,,,,0,,no_pattern_fired,2,0,0,6.669999856967479e-05,0.10134699998889118,5.199998850002885e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,44,1,0,1,0,14810,14810,none,,,,4990 1045 1050 1801 3312 3526 1612 4491 2560 1040 1049 1048,(n-2)\n\nprint(fibbanoci(10,,,,,))\n\n,,no_pattern_fired,2,0,0,7.989999721758068e-05,0.09825640000053681,4.439998883754015e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,45,1,0,1,0,1267,1267,none,,,,1045 1050 1801 3312 3526 1612 4491 2560 1040 1049 1048 14810,-2)\n\nprint(fibbanoci(10))\n\n,,,,,\n\n,,no_pattern_fired,2,0,0,6.290001329034567e-05,0.10398929999792017,8.610000077169389e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,46,1,0,1,0,1975,1975,none,,,,1050 1801 3312 3526 1612 4491 2560 1040 1049 1048 14810 1267,2)\n\nprint(fibbanoci(10))\n\n\n\n,,,,,```,,no_pattern_fired,2,0,0,8.959999831859022e-05,0.09400929999537766,5.0700007705017924e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,47,1,0,1,0,29896,29896,none,,,,1801 3312 3526 1612 4491 2560 1040 1049 1048 14810 1267 1975,)\n\nprint(fibbanoci(10))\n\n\n\n```,,,,,python,,no_pattern_fired,2,0,0,5.0000002374872565e-05,0.1023570999968797,4.530001024249941e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,48,1,0,1,0,1010,1010,none,,,,3312 3526 1612 4491 2560 1040 1049 1048 14810 1267 1975 29896,print(fibbanoci(10))\n\n\n\n```python,,,,,\n,,no_pattern_fired,2,0,0,6.500000017695129e-05,0.09799160000693519,7.979999645613134e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,49,1,1,2,1,9111,9111,syntax_code_fence_def,syntax_code_fence_def,0.900,999,3526 1612 4491 2560 1040 1049 1048 14810 1267 1975 29896 1010,(fibbanoci(10))\n\n\n\n```python\n,3149,def,3149,def, fib,,draft_accepted,2,0,1,0.00022159999934956431,0.12251889999606647,0.00011839999933727086
"implement fibbanoci in python, no comments, only code:",spec_eval,51,1,1,1,0,4491,4491,det_ctx5,det_ctx5,1.000,2,4491 2560 1040 1049 1048 14810 1267 1975 29896 1010 3149 9111,banoci(10))\n\n\n\n```python\ndef fib,87539,onacci,4491,ban,ban,0,draft_token_mismatch,3,0,0,8.169999637175351e-05,5.6771058000013,9.010000212583691e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,52,1,0,1,0,2560,2560,none,,,,2560 1040 1049 1048 14810 1267 1975 29896 1010 3149 9111 4491,oci(10))\n\n\n\n```python\ndef fibban,,,,,oci,,no_pattern_fired,3,0,0,6.520000169984996e-05,0.09940370000549592,4.889999399892986e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,53,1,0,1,0,4990,4990,none,,,,1040 1049 1048 14810 1267 1975 29896 1010 3149 9111 4491 2560,(10))\n\n\n\n```python\ndef fibbanoci,,,,,(n,,no_pattern_fired,3,0,0,5.370000144466758e-05,0.09870520001277328,4.990000161342323e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,54,1,0,1,0,3640,3640,none,,,,1049 1048 14810 1267 1975 29896 1010 3149 9111 4491 2560 4990,10))\n\n\n\n```python\ndef fibbanoci(n,,,,,):\n,,no_pattern_fired,3,0,0,7.029999687802047e-05,0.09975280000071507,4.579999949783087e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,55,1,1,2,1,1693,1693,syntax_indent,syntax_indent,0.980,999,1048 14810 1267 1975 29896 1010 3149 9111 4491 2560 4990 3640,0))\n\n\n\n```python\ndef fibbanoci(n):\n,1293,   ,1293,   , if,,draft_accepted,3,0,1,4.3100008042529225e-05,0.11777749999600928,0.00014709999959450215
"implement fibbanoci in python, no comments, only code:",spec_eval,57,1,1,2,1,9120,9120,det_ctx4,det_ctx4,1.000,3,1267 1975 29896 1010 3149 9111 4491 2560 4990 3640 1293 1693,\n\n```python\ndef fibbanoci(n):\n    if,1308, n,1308, n, <=,,draft_accepted,3,0,1,7.829999958630651e-05,0.12891269999090582,9.43000050028786e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,59,1,1,2,1,1049,1049,det_ctx5,det_ctx5,1.000,3,29896 1010 3149 9111 4491 2560 4990 3640 1293 1693 1308 9120,python\ndef fibbanoci(n):\n    if n <=,1032, ,1032, ,1,,draft_accepted,3,0,1,7.130000449251384e-05,0.12424740000278689,0.00010540000221226364
"implement fibbanoci in python, no comments, only code:",spec_eval,61,1,1,2,1,1369,1369,det_ctx8,det_ctx8,1.000,3,3149 9111 4491 2560 4990 3640 1293 1693 1308 9120 1032 1049,def fibbanoci(n):\n    if n <= 1,1877,:\n,1877,:\n,       ,,draft_accepted,3,0,1,6.819999543949962e-05,0.11358629999449477,9.810000483412296e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,63,1,1,2,1,1308,1308,det_ctx8,det_ctx8,1.000,3,4491 2560 4990 3640 1293 1693 1308 9120 1032 1049 1877 1369,banoci(n):\n    if n <= 1:\n       ,1850, return,1850, return, n,,draft_accepted,3,0,1,6.900000153109431e-05,0.11716270000033546,0.00013590000162366778
"implement fibbanoci in python, no comments, only code:",spec_eval,65,1,1,2,1,1293,1293,det_ctx8,det_ctx8,1.000,2,4990 3640 1293 1693 1308 9120 1032 1049 1877 1369 1850 1308,(n):\n    if n <= 1:\n        return n,1010,\n,1010,\n,   ,,draft_accepted,3,0,1,8.320000779349357e-05,0.12078000001201872,9.779998799785972e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,67,1,0,1,0,1850,1850,none,,,,1293 1693 1308 9120 1032 1049 1877 1369 1850 1308 1010 1293,    if n <= 1:\n        return n\n   ,,,,, return,,no_pattern_fired,3,0,0,6.920000305399299e-05,0.09698630000639241,4.509999416768551e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,68,1,1,2,1,4491,4491,strong_ctx8,strong_ctx8,1.000,1,1693 1308 9120 1032 1049 1877 1369 1850 1308 1010 1293 1850, if n <= 1:\n        return n\n    return,9111, fib,9111, fib,ban,,draft_accepted,3,0,1,5.500001134350896e-05,0.12774540000827983,0.00012209999840706587
"implement fibbanoci in python, no comments, only code:",spec_eval,70,1,0,1,0,2560,2560,none,,,,9120 1032 1049 1877 1369 1850 1308 1010 1293 1850 9111 4491, <= 1:\n        return n\n    return fibban,,,,,oci,,no_pattern_fired,3,0,0,7.259999983943999e-05,0.09588900000380818,5.420000525191426e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,71,1,0,1,0,4990,4990,none,,,,1032 1049 1877 1369 1850 1308 1010 1293 1850 9111 4491 2560, 1:\n        return n\n    return fibbanoci,,,,,(n,,no_pattern_fired,3,0,0,7.20999960321933e-05,0.09960159999900497,5.09000092279166e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,72,1,0,1,0,1045,1045,none,,,,1049 1877 1369 1850 1308 1010 1293 1850 9111 4491 2560 4990,1:\n        return n\n    return fibbanoci(n,,,,,-,,no_pattern_fired,3,0,0,7.03999976394698e-05,0.106504399998812,4.990000161342323e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,73,1,1,2,1,1041,1041,syntax_minus_one,syntax_minus_one,0.930,999,1877 1369 1850 1308 1010 1293 1850 9111 4491 2560 4990 1045,:\n        return n\n    return fibbanoci(n-,1049,1,1049,1,),,draft_accepted,3,0,1,7.79999973019585e-05,0.1219621000054758,9.529999806545675e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,75,1,0,1,0,1867,1867,none,,,,1850 1308 1010 1293 1850 9111 4491 2560 4990 1045 1049 1041, return n\n    return fibbanoci(n-1),,,,, +,,no_pattern_fired,3,0,0,7.229999755509198e-05,0.10774390000733547,4.889999399892986e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,76,1,0,1,0,9111,9111,none,,,,1308 1010 1293 1850 9111 4491 2560 4990 1045 1049 1041 1867, n\n    return fibbanoci(n-1) +,,,,, fib,,no_pattern_fired,3,0,0,7.609999738633633e-05,0.10059019998880103,5.01000031363219e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,77,1,0,1,0,4491,4491,none,,,,1010 1293 1850 9111 4491 2560 4990 1045 1049 1041 1867 9111,\n    return fibbanoci(n-1) + fib,,,,,ban,,no_pattern_fired,3,0,0,8.109999180305749e-05,0.10029729999951087,4.9299997044727206e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,78,1,0,1,0,2560,2560,none,,,,1293 1850 9111 4491 2560 4990 1045 1049 1041 1867 9111 4491,    return fibbanoci(n-1) + fibban,,,,,oci,,no_pattern_fired,3,0,0,5.919999966863543e-05,0.09975900000426918,5.2400006097741425e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,79,1,0,1,0,4990,4990,none,,,,1850 9111 4491 2560 4990 1045 1049 1041 1867 9111 4491 2560, return fibbanoci(n-1) + fibbanoci,,,,,(n,,no_pattern_fired,3,0,0,2.900007530115545e-06,0.09440419999009464,5.640000745188445e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,0,1,0,3176,3176,none,,,,4863 53622 1294 17483 3897 11234 3475 1044 2649 15476 1032 1010,"plement BST in python ,only code,no comments \n",,,,,class,,no_pattern_fired,0,0,0,2.6000008801929653e-05,0.10530560000916012,5.199998850002885e-05
"implement BST in python ,only code,no comments ",spec_eval,2,1,0,1,0,15893,15893,none,,,,53622 1294 17483 3897 11234 3475 1044 2649 15476 1032 1010 3176," BST in python ,only code,no comments \nclass",,,,, Node,,no_pattern_fired,0,0,0,6.500000017695129e-05,0.10073669999837875,5.01000031363219e-05
"implement BST in python ,only code,no comments ",spec_eval,3,1,0,1,0,1877,1877,none,,,,1294 17483 3897 11234 3475 1044 2649 15476 1032 1010 3176 15893," in python ,only code,no comments \nclass Node",,,,,:\n,,no_pattern_fired,0,0,0,5.220000457484275e-05,0.09892009999020956,5.2499992307275534e-05
"implement BST in python ,only code,no comments ",spec_eval,4,1,1,2,1,2121,2121,syntax_indent,syntax_indent,0.980,999,17483 3897 11234 3475 1044 2649 15476 1032 1010 3176 15893 1877," python ,only code,no comments \nclass Node:\n",1293,   ,1293,   , def,,draft_accepted,0,0,1,4.5599997974932194e-05,0.12825949999387376,0.00010159998782910407
"implement BST in python ,only code,no comments ",spec_eval,6,1,1,2,1,4692,4692,det_ctx5,det_ctx5,1.000,5,11234 3475 1044 2649 15476 1032 1010 3176 15893 1877 1293 2121,"only code,no comments \nclass Node:\n    def",6234, __,6234, __,init,,draft_accepted,0,0,1,6.140000186860561e-05,0.11732970000593923,9.830000635702163e-05
"implement BST in python ,only code,no comments ",spec_eval,8,1,1,2,1,2917,2917,syntax_dunder_paren,syntax_dunder_paren,1.000,999,1044 2649 15476 1032 1010 3176 15893 1877 1293 2121 6234 4692,",no comments \nclass Node:\n    def __init",15537,__(,15537,__(,self,,draft_accepted,0,0,1,5.339999916031957e-05,0.1130490999930771,9.760000102687627e-05
"implement BST in python ,only code,no comments ",spec_eval,10,1,1,2,1,1977,1977,det_ctx8,det_ctx8,1.000,5,15476 1032 1010 3176 15893 1877 1293 2121 6234 4692 15537 2917, comments \nclass Node:\n    def __init__(self,1044,",",1044,",",val,,draft_accepted,0,0,1,6.320000102277845e-05,0.11864859999332111,0.00014030000602360815
"implement BST in python ,only code,no comments ",spec_eval,12,1,0,1,0,3640,3640,none,,,,1010 3176 15893 1877 1293 2121 6234 4692 15537 2917 1044 1977,"\nclass Node:\n    def __init__(self,val",,,,,):\n,,no_pattern_fired,0,0,0,9.030000364873558e-05,0.09459989999595564,4.650000482797623e-05
"implement BST in python ,only code,no comments ",spec_eval,13,1,1,2,1,2585,2585,syntax_indent,syntax_indent,0.980,999,3176 15893 1877 1293 2121 6234 4692 15537 2917 1044 1977 3640,"class Node:\n    def __init__(self,val):\n",1369,       ,1369,       , self,,draft_accepted,0,0,1,3.360000846441835e-05,0.1168688000034308,0.00014820000797044486
"implement BST in python ,only code,no comments ",spec_eval,15,1,0,1,0,35732,35732,none,,,,1877 1293 2121 6234 4692 15537 2917 1044 1977 3640 1369 2585,":\n    def __init__(self,val):\n        self",,,,,.val,,no_pattern_fired,0,0,0,6.829999620094895e-05,0.09422070000437088,9.029998909682035e-05
"implement BST in python ,only code,no comments ",spec_eval,16,1,0,1,0,1061,1061,none,,,,1293 2121 6234 4692 15537 2917 1044 1977 3640 1369 2585 35732,"    def __init__(self,val):\n        self.val",,,,,=,,no_pattern_fired,0,0,0,0.00010289999772794545,0.09785479999845847,5.190000229049474e-05
"implement BST in python ,only code,no comments ",spec_eval,17,1,0,1,0,1977,1977,none,,,,2121 6234 4692 15537 2917 1044 1977 3640 1369 2585 35732 1061," def __init__(self,val):\n        self.val=",,,,,val,,no_pattern_fired,0,0,0,7.650000043213367e-05,0.10124560000258498,4.700000863522291e-05
"implement BST in python ,only code,no comments ",spec_eval,18,1,0,1,0,1010,1010,none,,,,6234 4692 15537 2917 1044 1977 3640 1369 2585 35732 1061 1977," __init__(self,val):\n        self.val=val",,,,,\n,,no_pattern_fired,0,0,0,4.810000245925039e-05,0.10102810000535101,4.980000085197389e-05
"implement BST in python ,only code,no comments ",spec_eval,19,1,1,2,1,2585,2585,syntax_same_indent_self_assign,syntax_same_indent_self_assign,0.930,999,4692 15537 2917 1044 1977 3640 1369 2585 35732 1061 1977 1010,"init__(self,val):\n        self.val=val\n",1369,       ,1369,       , self,,draft_accepted,0,0,1,5.080000846646726e-05,0.11621110000123736,0.0001483000087318942
"implement BST in python ,only code,no comments ",spec_eval,21,1,0,1,0,26700,26700,none,,,,2917 1044 1977 3640 1369 2585 35732 1061 1977 1010 1369 2585,"self,val):\n        self.val=val\n        self",,,,,.left,,no_pattern_fired,0,0,0,7.049999840091914e-05,0.09795120000489987,5.1399998483248055e-05
"implement BST in python ,only code,no comments ",spec_eval,22,1,1,1,0,23071,23071,strong_ctx4,strong_ctx4,1.000,1,1044 1977 3640 1369 2585 35732 1061 1977 1010 1369 2585 26700,",val):\n        self.val=val\n        self.left",1376, =,23071,=None,=None,0,draft_token_mismatch,1,0,0,8.22000001790002e-05,2.7304437999846414,0.00012089998926967382
"implement BST in python ,only code,no comments ",spec_eval,23,1,0,1,0,1010,1010,none,,,,1977 3640 1369 2585 35732 1061 1977 1010 1369 2585 26700 23071,val):\n        self.val=val\n        self.left=None,,,,,\n,,no_pattern_fired,1,0,0,6.489999941550195e-05,0.10247689999232534,8.240000170189887e-05
"implement BST in python ,only code,no comments ",spec_eval,24,1,1,2,1,2585,2585,syntax_same_indent_self_assign,syntax_same_indent_self_assign,0.930,999,3640 1369 2585 35732 1061 1977 1010 1369 2585 26700 23071 1010,):\n        self.val=val\n        self.left=None\n,1369,       ,1369,       , self,,draft_accepted,1,0,1,6.0999998822808266e-05,0.123207899989211,0.0001517000055173412
"implement BST in python ,only code,no comments ",spec_eval,26,1,0,1,0,30602,30602,none,,,,2585 35732 1061 1977 1010 1369 2585 26700 23071 1010 1369 2585, self.val=val\n        self.left=None\n        self,,,,,.right,,no_pattern_fired,1,0,0,7.419999747071415e-05,0.099121200008085,8.040000102482736e-05
"implement BST in python ,only code,no comments ",spec_eval,27,1,1,1,0,23071,23071,det_ctx4,det_ctx4,1.000,2,35732 1061 1977 1010 1369 2585 26700 23071 1010 1369 2585 30602,.val=val\n        self.left=None\n        self.right,1376, =,23071,=None,=None,0,draft_token_mismatch,2,0,0,9.339999814983457e-05,3.213856800022768,0.00010779999138321728
"implement BST in python ,only code,no comments ",spec_eval,28,1,0,1,0,1267,1267,none,,,,1061 1977 1010 1369 2585 26700 23071 1010 1369 2585 30602 23071,=val\n        self.left=None\n        self.right=None,,,,,\n\n,,no_pattern_fired,2,0,0,6.750000466126949e-05,0.10086919998866506,4.439998883754015e-05
"implement BST in python ,only code,no comments ",spec_eval,29,1,0,1,0,3149,3149,none,,,,1977 1010 1369 2585 26700 23071 1010 1369 2585 30602 23071 1267,val\n        self.left=None\n        self.right=None\n\n,,,,,def,,no_pattern_fired,2,0,0,5.060000694356859e-05,0.10146309999981895,4.909999552182853e-05
"implement BST in python ,only code,no comments ",spec_eval,30,1,0,1,0,8814,8814,none,,,,1010 1369 2585 26700 23071 1010 1369 2585 30602 23071 1267 3149,\n        self.left=None\n        self.right=None\n\ndef,,,,, insert,,no_pattern_fired,2,0,0,5.919999966863543e-05,0.10046950000105426,5.420000525191426e-05
"implement BST in python ,only code,no comments ",spec_eval,31,1,0,1,0,29312,29312,none,,,,1369 2585 26700 23071 1010 1369 2585 30602 23071 1267 3149 8814,        self.left=None\n        self.right=None\n\ndef insert,,,,,(root,,no_pattern_fired,2,0,0,7.980001100804657e-05,0.09638610000547487,8.250000246334821e-05
"implement BST in python ,only code,no comments ",spec_eval,32,1,0,1,0,1044,1044,none,,,,2585 26700 23071 1010 1369 2585 30602 23071 1267 3149 8814 29312, self.left=None\n        self.right=None\n\ndef insert(root,,,,,",",,no_pattern_fired,2,0,0,9.620000491850078e-05,0.09885780001059175,5.919999966863543e-05
"implement BST in python ,only code,no comments ",spec_eval,33,1,0,1,0,1977,1977,none,,,,26700 23071 1010 1369 2585 30602 23071 1267 3149 8814 29312 1044,".left=None\n        self.right=None\n\ndef insert(root,",,,,,val,,no_pattern_fired,2,0,0,6.799999391660094e-05,0.10179499999503605,9.40000027185306e-05
"implement BST in python ,only code,no comments ",spec_eval,34,1,0,1,0,3640,3640,none,,,,23071 1010 1369 2585 30602 23071 1267 3149 8814 29312 1044 1977,"=None\n        self.right=None\n\ndef insert(root,val",,,,,):\n,,no_pattern_fired,2,0,0,7.389999518636614e-05,0.10189580000587739,5.089999467600137e-05
"implement BST in python ,only code,no comments ",spec_eval,35,1,1,2,1,1693,1693,syntax_indent,syntax_indent,0.980,999,1010 1369 2585 30602 23071 1267 3149 8814 29312 1044 1977 3640,"\n        self.right=None\n\ndef insert(root,val):\n",1293,   ,1293,   , if,,draft_accepted,2,0,1,5.01000031363219e-05,0.12617500001215376,0.00010859999747481197
"implement BST in python ,only code,no comments ",spec_eval,37,1,0,1,0,8181,8181,none,,,,2585 30602 23071 1267 3149 8814 29312 1044 1977 3640 1293 1693," self.right=None\n\ndef insert(root,val):\n    if",,,,, root,,no_pattern_fired,2,0,0,6.479999865405262e-05,0.10265950000029989,5.0000002374872565e-05
"implement BST in python ,only code,no comments ",spec_eval,38,1,1,1,0,1395,1395,strong_ctx4,strong_ctx4,1.000,1,30602 23071 1267 3149 8814 29312 1044 1977 3640 1293 1693 8181,".right=None\n\ndef insert(root,val):\n    if root",1877,:\n,1395, is, is,0,draft_token_mismatch,3,0,0,7.09999876562506e-05,4.284553900011815,0.00010060000931844115
"implement BST in python ,only code,no comments ",spec_eval,39,1,0,1,0,8030,8030,none,,,,23071 1267 3149 8814 29312 1044 1977 3640 1293 1693 8181 1395,"=None\n\ndef insert(root,val):\n    if root is",,,,, None,,no_pattern_fired,3,0,0,9.609998960513622e-05,0.1041032999928575,8.280000474769622e-05
"implement BST in python ,only code,no comments ",spec_eval,40,1,1,2,1,1369,1369,syntax_none_guard_colon,syntax_none_guard_colon,0.970,999,1267 3149 8814 29312 1044 1977 3640 1293 1693 8181 1395 8030,"\n\ndef insert(root,val):\n    if root is None",1877,:\n,1877,:\n,       ,,draft_accepted,3,0,1,8.629998774267733e-05,0.12656869999773335,0.0001508999994257465
"implement BST in python ,only code,no comments ",spec_eval,42,1,1,2,1,15893,15893,strong_ctx4,strong_ctx4,1.000,1,8814 29312 1044 1977 3640 1293 1693 8181 1395 8030 1877 1369," insert(root,val):\n    if root is None:\n       ",1850, return,1850, return, Node,,draft_accepted,3,0,1,0.00010819999442901462,0.12123679999785963,0.00011039999662898481
"implement BST in python ,only code,no comments ",spec_eval,44,1,1,1,0,30940,30940,strong_ctx6,strong_ctx6,1.000,1,1044 1977 3640 1293 1693 8181 1395 8030 1877 1369 1850 15893,",val):\n    if root is None:\n        return Node",16632,(key,30940,(val,(val,0,draft_token_mismatch,4,0,0,7.730000652372837e-05,4.929975600010948,0.00010730000212788582
"implement BST in python ,only code,no comments ",spec_eval,45,1,0,1,0,1456,1456,none,,,,1977 3640 1293 1693 8181 1395 8030 1877 1369 1850 15893 30940,val):\n    if root is None:\n        return Node(val,,,,,)\n,,no_pattern_fired,4,0,0,0.00012480000441428274,0.1018921000068076,5.269999383017421e-05
"implement BST in python ,only code,no comments ",spec_eval,46,1,1,2,1,1693,1693,syntax_dedent_after_terminal,syntax_dedent_after_terminal,0.940,999,3640 1293 1693 8181 1395 8030 1877 1369 1850 15893 30940 1456,):\n    if root is None:\n        return Node(val)\n,1293,   ,1293,   , if,,draft_accepted,4,0,1,4.569999873638153e-05,0.12758369999937713,0.00010170000314246863
"implement BST in python ,only code,no comments ",spec_eval,48,1,0,1,0,1916,1916,none,,,,1693 8181 1395 8030 1877 1369 1850 15893 30940 1456 1293 1693, if root is None:\n        return Node(val)\n    if,,,,, val,,no_pattern_fired,4,0,0,7.12000037310645e-05,0.10149499999533873,5.2100003813393414e-05
"implement BST in python ,only code,no comments ",spec_eval,49,1,0,1,0,1060,1060,none,,,,8181 1395 8030 1877 1369 1850 15893 30940 1456 1293 1693 1916, root is None:\n        return Node(val)\n    if val,,,,,<,,no_pattern_fired,4,0,0,8.369999704882503e-05,0.10999090000404976,0.00010229999315924942
"implement BST in python ,only code,no comments ",spec_eval,50,1,0,1,0,9230,9230,none,,,,1395 8030 1877 1369 1850 15893 30940 1456 1293 1693 1916 1060, is None:\n        return Node(val)\n    if val<,,,,,root,,no_pattern_fired,4,0,0,0.00010000000474974513,0.09615670000493992,8.47000046633184e-05
"implement BST in python ,only code,no comments ",spec_eval,51,1,0,1,0,35732,35732,none,,,,8030 1877 1369 1850 15893 30940 1456 1293 1693 1916 1060 9230, None:\n        return Node(val)\n    if val<root,,,,,.val,,no_pattern_fired,4,0,0,0.00010710000060498714,0.10384120000526309,5.919999966863543e-05
"implement BST in python ,only code,no comments ",spec_eval,52,1,0,1,0,1877,1877,none,,,,1877 1369 1850 15893 30940 1456 1293 1693 1916 1060 9230 35732,:\n        return Node(val)\n    if val<root.val,,,,,:\n,,no_pattern_fired,4,0,0,8.060000254772604e-05,0.10696540000208188,5.399998917710036e-05
"implement BST in python ,only code,no comments ",spec_eval,53,1,1,2,1,8181,8181,syntax_indent,syntax_indent,0.980,999,1369 1850 15893 30940 1456 1293 1693 1916 1060 9230 35732 1877,        return Node(val)\n    if val<root.val:\n,1369,       ,1369,       , root,,draft_accepted,4,0,1,5.079999391455203e-05,0.1197288999974262,0.0001475000026402995
"implement BST in python ,only code,no comments ",spec_eval,55,1,0,1,0,26700,26700,none,,,,15893 30940 1456 1293 1693 1916 1060 9230 35732 1877 1369 8181, Node(val)\n    if val<root.val:\n        root,,,,,.left,,no_pattern_fired,4,0,0,8.009999874047935e-05,0.10695440000563394,4.6900007873773575e-05
