task_id,task_index,prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
HumanEval/2,3,,spec_eval,42,1,0,1,0,1265,1265,none,,,,279 2038 311 3367 279 2701 8502 510 16 13 576 729, the code to meet the following requirements:\n1. The function,,,,, should,,no_pattern_fired,2,0,0,6.459999713115394e-05,0.024950699997134507,7.210000330815092e-05
HumanEval/2,3,,spec_eval,43,1,0,1,0,387,387,none,,,,2038 311 3367 279 2701 8502 510 16 13 576 729 1265, code to meet the following requirements:\n1. The function should,,,,, be,,no_pattern_fired,2,0,0,8.350000280188397e-05,0.025105699998675846,8.130000060191378e-05
HumanEval/2,3,,spec_eval,44,1,0,1,0,6941,6941,none,,,,311 3367 279 2701 8502 510 16 13 576 729 1265 387, to meet the following requirements:\n1. The function should be,,,,, named,,no_pattern_fired,2,0,0,7.280000136233866e-05,0.025013200000103097,7.660000119358301e-05
HumanEval/2,3,,spec_eval,45,1,0,1,0,1565,1565,none,,,,3367 279 2701 8502 510 16 13 576 729 1265 387 6941, meet the following requirements:\n1. The function should be named,,,,, `,,no_pattern_fired,2,0,0,7.829999958630651e-05,0.025541999995766673,6.850000499980524e-05
HumanEval/2,3,,spec_eval,46,1,0,1,0,23493,23493,none,,,,279 2701 8502 510 16 13 576 729 1265 387 6941 1565, the following requirements:\n1. The function should be named `,,,,,extract,,no_pattern_fired,2,0,0,7.48999955249019e-05,0.025073899996641558,6.289999873843044e-05
HumanEval/2,3,,spec_eval,47,1,0,1,0,74429,74429,none,,,,2701 8502 510 16 13 576 729 1265 387 6941 1565 23493, following requirements:\n1. The function should be named `extract,,,,,_decimal,,no_pattern_fired,2,0,0,7.360000017797574e-05,0.025553200001013465,6.55999974696897e-05
HumanEval/2,3,,spec_eval,48,1,0,1,0,18639,18639,none,,,,8502 510 16 13 576 729 1265 387 6941 1565 23493 74429, requirements:\n1. The function should be named `extract_decimal,,,,,`.\n,,no_pattern_fired,2,0,0,7.429999823216349e-05,0.02533420000690967,7.690000347793102e-05
HumanEval/2,3,,spec_eval,49,1,0,1,0,17,17,none,,,,510 16 13 576 729 1265 387 6941 1565 23493 74429 18639,:\n1. The function should be named `extract_decimal`.\n,,,,,2,,no_pattern_fired,2,0,0,6.739999662386253e-05,0.025183799996739253,6.78999931551516e-05
HumanEval/2,3,,spec_eval,50,1,0,1,0,13,13,none,,,,16 13 576 729 1265 387 6941 1565 23493 74429 18639 17,1. The function should be named `extract_decimal`.\n2,,,,,.,,no_pattern_fired,2,0,0,5.059999966761097e-05,0.025513299995509442,6.769999890821055e-05
HumanEval/2,3,,spec_eval,51,1,0,1,0,576,576,none,,,,13 576 729 1265 387 6941 1565 23493 74429 18639 17 13,. The function should be named `extract_decimal`.\n2.,,,,, The,,no_pattern_fired,2,0,0,5.490000330610201e-05,0.025221399999281857,6.420000136131421e-05
HumanEval/2,3,,spec_eval,52,1,0,1,0,729,729,none,,,,576 729 1265 387 6941 1565 23493 74429 18639 17 13 576, The function should be named `extract_decimal`.\n2. The,,,,, function,,no_pattern_fired,2,0,0,6.640000356128439e-05,0.024998699998832308,8.850000449456275e-05
HumanEval/2,3,,spec_eval,53,1,0,1,0,1265,1265,none,,,,729 1265 387 6941 1565 23493 74429 18639 17 13 576 729, function should be named `extract_decimal`.\n2. The function,,,,, should,,no_pattern_fired,2,0,0,5.450000026030466e-05,0.025091399998927955,7.170000026235357e-05
HumanEval/2,3,,spec_eval,54,1,0,1,0,1896,1896,none,,,,1265 387 6941 1565 23493 74429 18639 17 13 576 729 1265, should be named `extract_decimal`.\n2. The function should,,,,, take,,no_pattern_fired,2,0,0,5.62999994144775e-05,0.02502480000111973,6.500000017695129e-05
HumanEval/2,3,,spec_eval,55,1,0,1,0,264,264,none,,,,387 6941 1565 23493 74429 18639 17 13 576 729 1265 1896, be named `extract_decimal`.\n2. The function should take,,,,, a,,no_pattern_fired,2,0,0,6.70000008540228e-05,0.02502710000408115,7.79999973019585e-05
HumanEval/2,3,,spec_eval,56,1,0,1,0,3175,3175,none,,,,6941 1565 23493 74429 18639 17 13 576 729 1265 1896 264, named `extract_decimal`.\n2. The function should take a,,,,, single,,no_pattern_fired,2,0,0,7.420000474667177e-05,0.02508749999833526,7.18000010238029e-05
HumanEval/2,3,,spec_eval,57,1,0,1,0,5693,5693,none,,,,1565 23493 74429 18639 17 13 576 729 1265 1896 264 3175, `extract_decimal`.\n2. The function should take a single,,,,, argument,,no_pattern_fired,2,0,0,7.810000533936545e-05,0.025593899998057168,6.819999543949962e-05
HumanEval/2,3,,spec_eval,58,1,0,1,0,11,11,none,,,,23493 74429 18639 17 13 576 729 1265 1896 264 3175 5693,extract_decimal`.\n2. The function should take a single argument,,,,,",",,no_pattern_fired,2,0,0,0.00016010000399546698,0.025110499998845626,6.81000019540079e-05
HumanEval/2,3,,spec_eval,59,1,0,1,0,1565,1565,none,,,,74429 18639 17 13 576 729 1265 1896 264 3175 5693 11,"_decimal`.\n2. The function should take a single argument,",,,,, `,,no_pattern_fired,2,0,0,6.189999839989468e-05,0.025337300001410767,6.27999979769811e-05
HumanEval/2,3,,spec_eval,60,1,0,1,0,2413,2413,none,,,,18639 17 13 576 729 1265 1896 264 3175 5693 11 1565,"`.\n2. The function should take a single argument, `",,,,,num,,no_pattern_fired,2,0,0,6.710000161547214e-05,0.025213900000380818,6.649999704677612e-05
HumanEval/2,3,,spec_eval,61,1,0,1,0,18639,18639,none,,,,17 13 576 729 1265 1896 264 3175 5693 11 1565 2413,"2. The function should take a single argument, `num",,,,,`.\n,,no_pattern_fired,2,0,0,8.22000001790002e-05,0.02497399999992922,6.630000279983506e-05
HumanEval/2,3,,spec_eval,62,1,0,1,0,18,18,none,,,,13 576 729 1265 1896 264 3175 5693 11 1565 2413 18639,". The function should take a single argument, `num`.\n",,,,,3,,no_pattern_fired,2,0,0,5.239999882178381e-05,0.025501900003291667,9.090000094147399e-05
HumanEval/2,3,,spec_eval,63,1,0,1,0,13,13,none,,,,576 729 1265 1896 264 3175 5693 11 1565 2413 18639 18," The function should take a single argument, `num`.\n3",,,,,.,,no_pattern_fired,2,0,0,5.200000305194408e-05,0.024933200002124067,7.019999611657113e-05
HumanEval/2,3,,spec_eval,64,1,0,1,0,2691,2691,none,,,,729 1265 1896 264 3175 5693 11 1565 2413 18639 18 13," function should take a single argument, `num`.\n3.",,,,, Add,,no_pattern_fired,2,0,0,5.709999823011458e-05,0.02503489999799058,0.0001109000004362315
HumanEval/2,3,,spec_eval,65,1,0,1,0,264,264,none,,,,1265 1896 264 3175 5693 11 1565 2413 18639 18 13 2691," should take a single argument, `num`.\n3. Add",,,,, a,,no_pattern_fired,2,0,0,0.00010180000390391797,0.02490889999899082,7.400000322377309e-05
HumanEval/2,3,,spec_eval,66,1,0,1,0,4629,4629,none,,,,1896 264 3175 5693 11 1565 2413 18639 18 13 2691 264," take a single argument, `num`.\n3. Add a",,,,, doc,,no_pattern_fired,2,0,0,6.53000024612993e-05,0.02542429999448359,8.299999899463728e-05
HumanEval/2,3,,spec_eval,67,1,0,1,0,917,917,none,,,,264 3175 5693 11 1565 2413 18639 18 13 2691 264 4629," a single argument, `num`.\n3. Add a doc",,,,,string,,no_pattern_fired,2,0,0,7.689999620197341e-05,0.025498000002698973,7.900000491645187e-05
HumanEval/2,3,,spec_eval,68,1,0,1,0,311,311,none,,,,3175 5693 11 1565 2413 18639 18 13 2691 264 4629 917," single argument, `num`.\n3. Add a docstring",,,,, to,,no_pattern_fired,2,0,0,7.560000085504726e-05,0.025490400003036484,7.20999960321933e-05
HumanEval/2,3,,spec_eval,69,1,0,1,0,279,279,none,,,,5693 11 1565 2413 18639 18 13 2691 264 4629 917 311," argument, `num`.\n3. Add a docstring to",,,,, the,,no_pattern_fired,2,0,0,7.670000195503235e-05,0.02537750000192318,7.850000110920519e-05
HumanEval/2,3,,spec_eval,70,1,0,1,0,729,729,none,,,,11 1565 2413 18639 18 13 2691 264 4629 917 311 279,", `num`.\n3. Add a docstring to the",,,,, function,,no_pattern_fired,2,0,0,0.0006986999942455441,0.025563700000930112,8.949999755714089e-05
HumanEval/2,3,,spec_eval,71,1,0,1,0,25021,25021,none,,,,1565 2413 18639 18 13 2691 264 4629 917 311 279 729, `num`.\n3. Add a docstring to the function,,,,, explaining,,no_pattern_fired,2,0,0,7.329999789362773e-05,0.025032600002305117,8.330000127898529e-05
HumanEval/2,3,,spec_eval,72,1,0,1,0,1181,1181,none,,,,2413 18639 18 13 2691 264 4629 917 311 279 729 25021,num`.\n3. Add a docstring to the function explaining,,,,, its,,no_pattern_fired,2,0,0,0.00011049999739043415,0.025524199998471886,6.779999966965988e-05
HumanEval/2,3,,spec_eval,73,1,0,1,0,7428,7428,none,,,,18639 18 13 2691 264 4629 917 311 279 729 25021 1181,`.\n3. Add a docstring to the function explaining its,,,,, purpose,,no_pattern_fired,2,0,0,7.719999848632142e-05,0.02534190000005765,7.200000254670158e-05
HumanEval/2,3,,spec_eval,74,1,0,1,0,624,624,none,,,,18 13 2691 264 4629 917 311 279 729 25021 1181 7428,3. Add a docstring to the function explaining its purpose,,,,,.\n,,no_pattern_fired,2,0,0,8.200000593205914e-05,0.025070900002901908,9.1200003225822e-05
HumanEval/2,3,,spec_eval,75,1,0,1,0,19,19,none,,,,13 2691 264 4629 917 311 279 729 25021 1181 7428 624,. Add a docstring to the function explaining its purpose.\n,,,,,4,,no_pattern_fired,2,0,0,7.870000263210386e-05,0.02550850000261562,6.540000322274864e-05
HumanEval/2,3,,spec_eval,76,1,0,1,0,13,13,none,,,,2691 264 4629 917 311 279 729 25021 1181 7428 624 19, Add a docstring to the function explaining its purpose.\n4,,,,,.,,no_pattern_fired,2,0,0,5.619999865302816e-05,0.02498619999823859,6.589999975403771e-05
HumanEval/2,3,,spec_eval,77,1,0,1,0,576,576,none,,,,264 4629 917 311 279 729 25021 1181 7428 624 19 13, a docstring to the function explaining its purpose.\n4.,,,,, The,,no_pattern_fired,2,0,0,5.4700001783203334e-05,0.024943199998233467,7.280000136233866e-05
HumanEval/2,3,,spec_eval,78,1,0,1,0,729,729,none,,,,4629 917 311 279 729 25021 1181 7428 624 19 13 576, docstring to the function explaining its purpose.\n4. The,,,,, function,,no_pattern_fired,2,0,0,5.6200005928985775e-05,0.025499900002614595,6.520000169984996e-05
HumanEval/2,3,,spec_eval,79,1,0,1,0,1265,1265,none,,,,917 311 279 729 25021 1181 7428 624 19 13 576 729,string to the function explaining its purpose.\n4. The function,,,,, should,,no_pattern_fired,2,0,0,6.079999729990959e-05,0.02503900000010617,6.569999823113903e-05
HumanEval/2,3,,spec_eval,80,1,0,1,0,470,470,none,,,,311 279 729 25021 1181 7428 624 19 13 576 729 1265, to the function explaining its purpose.\n4. The function should,,,,, return,,no_pattern_fired,2,0,0,6.290000601438805e-05,0.02494740000111051,0.00013269999908516183
HumanEval/2,3,,spec_eval,81,1,0,1,0,279,279,none,,,,279 729 25021 1181 7428 624 19 13 576 729 1265 470, the function explaining its purpose.\n4. The function should return,,,,, the,,no_pattern_fired,2,0,0,6.570000550709665e-05,0.02500999999756459,8.189999789465219e-05
HumanEval/2,3,,spec_eval,82,1,0,1,0,12122,12122,none,,,,729 25021 1181 7428 624 19 13 576 729 1265 470 279, function explaining its purpose.\n4. The function should return the,,,,, decimal,,no_pattern_fired,2,0,0,6.209999992279336e-05,0.025401099999726284,9.729999874252826e-05
HumanEval/2,3,,spec_eval,83,1,0,1,0,949,949,none,,,,25021 1181 7428 624 19 13 576 729 1265 470 279 12122, explaining its purpose.\n4. The function should return the decimal,,,,, part,,no_pattern_fired,2,0,0,5.889999738428742e-05,0.02547150000464171,8.329999400302768e-05
HumanEval/2,3,,spec_eval,84,1,0,1,0,315,315,none,,,,1181 7428 624 19 13 576 729 1265 470 279 12122 949, its purpose.\n4. The function should return the decimal part,,,,, of,,no_pattern_fired,2,0,0,6.850000499980524e-05,0.025672600000689272,0.00011140000424347818
HumanEval/2,3,,spec_eval,85,1,0,1,0,279,279,none,,,,7428 624 19 13 576 729 1265 470 279 12122 949 315, purpose.\n4. The function should return the decimal part of,,,,, the,,no_pattern_fired,2,0,0,8.70000003487803e-05,0.025956600002245978,7.840000034775585e-05
HumanEval/2,3,,spec_eval,86,1,0,1,0,2661,2661,none,,,,624 19 13 576 729 1265 470 279 12122 949 315 279,.\n4. The function should return the decimal part of the,,,,, given,,no_pattern_fired,2,0,0,5.720000626752153e-05,0.025622900000598747,7.719999848632142e-05
HumanEval/2,3,,spec_eval,87,1,0,1,0,1372,1372,none,,,,19 13 576 729 1265 470 279 12122 949 315 279 2661,4. The function should return the decimal part of the given,,,,, number,,no_pattern_fired,2,0,0,7.03999976394698e-05,0.025357600003189873,0.00010320000001229346
HumanEval/2,3,,spec_eval,88,1,0,1,0,624,624,none,,,,13 576 729 1265 470 279 12122 949 315 279 2661 1372,. The function should return the decimal part of the given number,,,,,.\n,,no_pattern_fired,2,0,0,7.90999984019436e-05,0.02521609999530483,7.809999806340784e-05
HumanEval/2,3,,spec_eval,89,1,0,1,0,20,20,none,,,,576 729 1265 470 279 12122 949 315 279 2661 1372 624, The function should return the decimal part of the given number.\n,,,,,5,,no_pattern_fired,2,0,0,5.4299998737405986e-05,0.02513850000104867,7.090000144671649e-05
HumanEval/2,3,,spec_eval,90,1,0,1,0,13,13,none,,,,729 1265 470 279 12122 949 315 279 2661 1372 624 20, function should return the decimal part of the given number.\n5,,,,,.,,no_pattern_fired,2,0,0,5.219999729888514e-05,0.02516690000629751,0.00014010000450070947
HumanEval/2,3,,spec_eval,91,1,0,1,0,29734,29734,none,,,,1265 470 279 12122 949 315 279 2661 1372 624 20 13, should return the decimal part of the given number.\n5.,,,,, Include,,no_pattern_fired,2,0,0,8.130000060191378e-05,0.025033699996129144,7.650000043213367e-05
HumanEval/2,3,,spec_eval,92,1,0,1,0,264,264,none,,,,470 279 12122 949 315 279 2661 1372 624 20 13 29734, return the decimal part of the given number.\n5. Include,,,,, a,,no_pattern_fired,2,0,0,6.539999594679102e-05,0.024887599996873178,6.939999730093405e-05
HumanEval/2,3,,spec_eval,93,1,0,1,0,1887,1887,none,,,,279 12122 949 315 279 2661 1372 624 20 13 29734 264, the decimal part of the given number.\n5. Include a,,,,, main,,no_pattern_fired,2,0,0,6.0800004575867206e-05,0.024970999998913612,7.939999341033399e-05
HumanEval/2,3,,spec_eval,94,1,0,1,0,2504,2504,none,,,,12122 949 315 279 2661 1372 624 20 13 29734 264 1887, decimal part of the given number.\n5. Include a main,,,,, block,,no_pattern_fired,2,0,0,7.660000119358301e-05,0.025111299997661263,6.710000161547214e-05
HumanEval/2,3,,spec_eval,95,1,0,1,0,429,429,none,,,,949 315 279 2661 1372 624 20 13 29734 264 1887 2504, part of the given number.\n5. Include a main block,,,,, that,,no_pattern_fired,2,0,0,7.370000093942508e-05,0.02528159999928903,6.890000076964498e-05
HumanEval/2,3,,spec_eval,96,1,0,1,0,7032,7032,none,,,,315 279 2661 1372 624 20 13 29734 264 1887 2504 429, of the given number.\n5. Include a main block that,,,,, tests,,no_pattern_fired,2,0,0,7.529999857069924e-05,0.0254577999949106,6.710000161547214e-05
HumanEval/2,3,,spec_eval,97,1,0,1,0,279,279,none,,,,279 2661 1372 624 20 13 29734 264 1887 2504 429 7032, the given number.\n5. Include a main block that tests,,,,, the,,no_pattern_fired,2,0,0,7.449999975506216e-05,0.02547680000134278,7.970000297063962e-05
HumanEval/2,3,,spec_eval,98,1,0,1,0,729,729,none,,,,2661 1372 624 20 13 29734 264 1887 2504 429 7032 279, given number.\n5. Include a main block that tests the,,,,, function,,no_pattern_fired,2,0,0,5.989999772282317e-05,0.025089099995966535,0.00010109999857377261
HumanEval/2,3,,spec_eval,99,1,0,1,0,448,448,none,,,,1372 624 20 13 29734 264 1887 2504 429 7032 279 729, number.\n5. Include a main block that tests the function,,,,, with,,no_pattern_fired,2,0,0,7.510000432375818e-05,0.024953699998150114,7.670000195503235e-05
HumanEval/2,3,,spec_eval,100,1,0,1,0,279,279,none,,,,624 20 13 29734 264 1887 2504 429 7032 279 729 448,.\n5. Include a main block that tests the function with,,,,, the,,no_pattern_fired,2,0,0,8.009999874047935e-05,0.025022700006957166,7.100000220816582e-05
HumanEval/2,3,,spec_eval,101,1,0,1,0,3897,3897,none,,,,20 13 29734 264 1887 2504 429 7032 279 729 448 279,5. Include a main block that tests the function with the,,,,, provided,,no_pattern_fired,2,0,0,6.640000356128439e-05,0.02523010000004433,0.00012250000145286322
HumanEval/2,3,,spec_eval,102,1,0,1,0,1273,1273,none,,,,13 29734 264 1887 2504 429 7032 279 729 448 279 3897,. Include a main block that tests the function with the provided,,,,, test,,no_pattern_fired,2,0,0,9.239999781129882e-05,0.025200600000971463,6.849999772384763e-05
HumanEval/2,3,,spec_eval,103,1,0,1,0,1142,1142,none,,,,29734 264 1887 2504 429 7032 279 729 448 279 3897 1273, Include a main block that tests the function with the provided test,,,,, case,,no_pattern_fired,2,0,0,8.70000003487803e-05,0.02517509999597678,6.690000009257346e-05
HumanEval/2,3,,spec_eval,104,1,0,1,0,382,382,none,,,,264 1887 2504 429 7032 279 729 448 279 3897 1273 1142, a main block that tests the function with the provided test case,,,,,.\n\n,,no_pattern_fired,2,0,0,8.789999992586672e-05,0.024882600002456456,7.470000127796084e-05
HumanEval/2,3,,spec_eval,105,1,0,1,0,8420,8420,none,,,,1887 2504 429 7032 279 729 448 279 3897 1273 1142 382, main block that tests the function with the provided test case.\n\n,,,,,Here,,no_pattern_fired,2,0,0,7.46000005165115e-05,0.02508300000044983,6.38999990769662e-05
HumanEval/2,3,,spec_eval,106,1,0,1,0,374,374,none,,,,2504 429 7032 279 729 448 279 3897 1273 1142 382 8420, block that tests the function with the provided test case.\n\nHere,,,,, is,,no_pattern_fired,2,0,0,7.90999984019436e-05,0.024977199995191768,7.979999645613134e-05
HumanEval/2,3,,spec_eval,107,1,0,1,0,279,279,none,,,,429 7032 279 729 448 279 3897 1273 1142 382 8420 374, that tests the function with the provided test case.\n\nHere is,,,,, the,,no_pattern_fired,2,0,0,6.1399994592648e-05,0.025016999999934342,6.630000279983506e-05
HumanEval/2,3,,spec_eval,108,1,0,1,0,6049,6049,none,,,,7032 279 729 448 279 3897 1273 1142 382 8420 374 279, tests the function with the provided test case.\n\nHere is the,,,,, updated,,no_pattern_fired,2,0,0,6.089999806135893e-05,0.025310900004114956,7.000000186963007e-05
HumanEval/2,3,,spec_eval,109,1,0,1,0,3491,3491,none,,,,279 729 448 279 3897 1273 1142 382 8420 374 279 6049, the function with the provided test case.\n\nHere is the updated,,,,, problem,,no_pattern_fired,2,0,0,7.18000010238029e-05,0.025226099998690188,6.319999374682084e-05
HumanEval/2,3,,spec_eval,110,1,0,1,0,5114,5114,none,,,,729 448 279 3897 1273 1142 382 8420 374 279 6049 3491, function with the provided test case.\n\nHere is the updated problem,,,,, statement,,no_pattern_fired,2,0,0,7.14999987394549e-05,0.02502259999891976,6.55999974696897e-05
HumanEval/2,3,,spec_eval,111,1,0,1,0,448,448,none,,,,448 279 3897 1273 1142 382 8420 374 279 6049 3491 5114, with the provided test case.\n\nHere is the updated problem statement,,,,, with,,no_pattern_fired,2,0,0,7.210000330815092e-05,0.025613500001782086,9.14999982342124e-05
HumanEval/2,3,,spec_eval,112,1,0,1,0,279,279,none,,,,279 3897 1273 1142 382 8420 374 279 6049 3491 5114 448, the provided test case.\n\nHere is the updated problem statement with,,,,, the,,no_pattern_fired,2,0,0,6.610000127693638e-05,0.025513900000078138,6.53000024612993e-05
HumanEval/2,3,,spec_eval,113,1,0,1,0,501,501,none,,,,3897 1273 1142 382 8420 374 279 6049 3491 5114 448 279, provided test case.\n\nHere is the updated problem statement with the,,,,, new,,no_pattern_fired,2,0,0,6.089999806135893e-05,0.02557669999805512,8.919999527279288e-05
HumanEval/2,3,,spec_eval,114,1,0,1,0,8502,8502,none,,,,1273 1142 382 8420 374 279 6049 3491 5114 448 279 501, test case.\n\nHere is the updated problem statement with the new,,,,, requirements,,no_pattern_fired,2,0,0,8.710000111022964e-05,0.02514589999918826,6.800000119255856e-05
HumanEval/2,3,,spec_eval,115,1,0,1,0,1447,1447,none,,,,1142 382 8420 374 279 6049 3491 5114 448 279 501 8502, case.\n\nHere is the updated problem statement with the new requirements,,,,,:\n\n,,no_pattern_fired,2,0,0,6.880000000819564e-05,0.025657499994849786,6.929999653948471e-05
HumanEval/2,3,,spec_eval,116,1,0,1,0,7985,7985,none,,,,382 8420 374 279 6049 3491 5114 448 279 501 8502 1447,.\n\nHere is the updated problem statement with the new requirements:\n\n,,,,,Write,,no_pattern_fired,2,0,0,7.109999569365755e-05,0.02531520000047749,8.440000237897038e-05
HumanEval/2,3,,spec_eval,117,1,0,1,0,264,264,none,,,,8420 374 279 6049 3491 5114 448 279 501 8502 1447 7985,Here is the updated problem statement with the new requirements:\n\nWrite,,,,, a,,no_pattern_fired,2,0,0,7.370000093942508e-05,0.025534200001857243,6.900000153109431e-05
HumanEval/2,3,,spec_eval,118,1,0,1,0,729,729,none,,,,374 279 6049 3491 5114 448 279 501 8502 1447 7985 264, is the updated problem statement with the new requirements:\n\nWrite a,,,,, function,,no_pattern_fired,2,0,0,5.619999865302816e-05,0.0255544000028749,6.310000026132911e-05
HumanEval/2,3,,spec_eval,119,1,0,1,0,1565,1565,none,,,,279 6049 3491 5114 448 279 501 8502 1447 7985 264 729, the updated problem statement with the new requirements:\n\nWrite a function,,,,, `,,no_pattern_fired,2,0,0,6.180000491440296e-05,0.025633799996285234,6.610000127693638e-05
HumanEval/2,3,,spec_eval,120,1,0,1,0,23493,23493,none,,,,6049 3491 5114 448 279 501 8502 1447 7985 264 729 1565, updated problem statement with the new requirements:\n\nWrite a function `,,,,,extract,,no_pattern_fired,2,0,0,5.970000347588211e-05,0.025483199999143835,7.059999916236848e-05
HumanEval/2,3,,spec_eval,121,1,0,1,0,74429,74429,none,,,,3491 5114 448 279 501 8502 1447 7985 264 729 1565 23493, problem statement with the new requirements:\n\nWrite a function `extract,,,,,_decimal,,no_pattern_fired,2,0,0,6.0999998822808266e-05,0.02556709999771556,6.169999687699601e-05
HumanEval/2,3,,spec_eval,122,1,0,1,0,63,63,none,,,,5114 448 279 501 8502 1447 7985 264 729 1565 23493 74429, statement with the new requirements:\n\nWrite a function `extract_decimal,,,,,`,,no_pattern_fired,2,0,0,6.25000029685907e-05,0.025392800002009608,0.00010019999899668619
HumanEval/2,3,,spec_eval,123,1,0,1,0,429,429,none,,,,448 279 501 8502 1447 7985 264 729 1565 23493 74429 63, with the new requirements:\n\nWrite a function `extract_decimal`,,,,, that,,no_pattern_fired,2,0,0,8.260000322479755e-05,0.025163999998767395,7.339999865507707e-05
HumanEval/2,3,,spec_eval,124,1,0,1,0,4990,4990,none,,,,279 501 8502 1447 7985 264 729 1565 23493 74429 63 429, the new requirements:\n\nWrite a function `extract_decimal` that,,,,, takes,,no_pattern_fired,2,0,0,6.600000051548705e-05,0.025118499994277954,6.479999865405262e-05
HumanEval/2,3,,spec_eval,125,1,0,1,0,264,264,none,,,,501 8502 1447 7985 264 729 1565 23493 74429 63 429 4990, new requirements:\n\nWrite a function `extract_decimal` that takes,,,,, a,,no_pattern_fired,2,0,0,7.750000077066943e-05,0.024875999995856546,8.949999755714089e-05
HumanEval/2,3,,spec_eval,126,1,0,1,0,3175,3175,none,,,,8502 1447 7985 264 729 1565 23493 74429 63 429 4990 264, requirements:\n\nWrite a function `extract_decimal` that takes a,,,,, single,,no_pattern_fired,2,0,0,7.069999992381781e-05,0.025420600002689753,6.999999459367245e-05
HumanEval/2,3,,spec_eval,127,1,0,1,0,5693,5693,none,,,,1447 7985 264 729 1565 23493 74429 63 429 4990 264 3175,:\n\nWrite a function `extract_decimal` that takes a single,,,,, argument,,no_pattern_fired,2,0,0,3.3000032999552786e-06,0.02554670000245096,7.340000593103468e-05
HumanEval/3,4,,spec_eval,1,1,0,1,0,8172,8172,none,,,,3007 198 262 3190 2 18608 279 729 2487 1172 624 262," True\n    """"""\n# Complete the function body only.\n   ",,,,, balance,,no_pattern_fired,0,0,0,3.3899996196851134e-05,0.026550899994617794,0.00010119999933522195
HumanEval/3,4,,spec_eval,2,1,0,1,0,284,284,none,,,,198 262 3190 2 18608 279 729 2487 1172 624 262 8172,"\n    """"""\n# Complete the function body only.\n    balance",,,,, =,,no_pattern_fired,0,0,0,9.180000051856041e-05,0.02628759999788599,7.210000330815092e-05
HumanEval/3,4,,spec_eval,3,1,0,1,0,220,220,none,,,,262 3190 2 18608 279 729 2487 1172 624 262 8172 284,"    """"""\n# Complete the function body only.\n    balance =",,,,, ,,no_pattern_fired,0,0,0,5.4299998737405986e-05,0.02491580000059912,6.539999594679102e-05
HumanEval/3,4,,spec_eval,4,1,0,1,0,15,15,none,,,,3190 2 18608 279 729 2487 1172 624 262 8172 284 220," """"""\n# Complete the function body only.\n    balance = ",,,,,0,,no_pattern_fired,0,0,0,6.009999924572185e-05,0.02523990000190679,9.499999578110874e-05
HumanEval/3,4,,spec_eval,5,1,0,1,0,198,198,none,,,,2 18608 279 729 2487 1172 624 262 8172 284 220 15,# Complete the function body only.\n    balance = 0,,,,,\n,,no_pattern_fired,0,0,0,6.549999670824036e-05,0.024999399996886496,8.209999941755086e-05
HumanEval/3,4,,spec_eval,6,1,0,1,0,262,262,none,,,,18608 279 729 2487 1172 624 262 8172 284 220 15 198, Complete the function body only.\n    balance = 0\n,,,,,   ,,no_pattern_fired,0,0,0,5.029999738326296e-05,0.02493289999983972,8.119999984046444e-05
HumanEval/3,4,,spec_eval,7,1,0,1,0,369,369,none,,,,279 729 2487 1172 624 262 8172 284 220 15 198 262, the function body only.\n    balance = 0\n   ,,,,, for,,no_pattern_fired,0,0,0,5.889999738428742e-05,0.02504130000306759,9.889999637380242e-05
HumanEval/3,4,,spec_eval,8,1,1,1,0,1179,1179,strong_ctx6,strong_ctx6,1.000,1,729 2487 1172 624 262 8172 284 220 15 198 262 369, function body only.\n    balance = 0\n    for,1161, char,1179, op, op,0,draft_token_mismatch,1,0,0,6.399999983841553e-05,0.02709109999705106,0.00014769999688724056
HumanEval/3,4,,spec_eval,9,1,1,2,1,7525,7525,syntax_for_in,syntax_for_in,0.990,999,2487 1172 624 262 8172 284 220 15 198 262 369 1179, body only.\n    balance = 0\n    for op,304, in,304, in, operations,,draft_accepted,1,0,1,0.00010450000263517722,0.028495699996710755,0.00017690000095171854
HumanEval/3,4,,spec_eval,11,1,0,1,0,510,510,none,,,,624 262 8172 284 220 15 198 262 369 1179 304 7525,.\n    balance = 0\n    for op in operations,,,,,:\n,,no_pattern_fired,1,0,0,7.999999797903001e-05,0.026470299999346025,7.089999417075887e-05
HumanEval/3,4,,spec_eval,12,1,1,2,1,8172,8172,syntax_indent,syntax_indent,0.980,999,262 8172 284 220 15 198 262 369 1179 304 7525 510,    balance = 0\n    for op in operations:\n,286,       ,286,       , balance,,draft_accepted,1,0,1,9.350000618724152e-05,0.02704249999806052,0.00011939999967580661
HumanEval/3,4,,spec_eval,14,1,0,1,0,1421,1421,none,,,,284 220 15 198 262 369 1179 304 7525 510 286 8172, = 0\n    for op in operations:\n        balance,,,,, +=,,no_pattern_fired,1,0,0,6.230000144569203e-05,0.026521599997067824,8.549999620299786e-05
